,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,rules,regulationMark,url,holofoil_price,reverse_holofoil_price
181,pop5-2,Lugia,Pokémon,['Basic'],,80,['Psychic'],,,"[{'name': 'Super Psy Bolt', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}, {'name': 'Aerowing', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Before doing damage, you may flip a coin. If tails, this attack does nothing. If heads, this attack does 60 damage instead.'}]","[{'type': 'Psychic', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'pop5', 'name': 'POP Series 5', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop5/symbol.png', 'logo': 'https://images.pokemontcg.io/pop5/logo.png'}}",2,Mitsuhiro Arita,Rare,,[249],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop5/2.png', 'large': 'https://images.pokemontcg.io/pop5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop5-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 19.99, 'mid': 66.34, 'high': 100.0, 'market': 20.35, 'directLow': None}, 'holofoil': {'low': 30.92, 'mid': 61.95, 'high': 184.78, 'market': 31.87, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop5-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 29.98, 'lowPrice': 29.99, 'trendPrice': 32.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 120.0, 'reverseHoloTrend': 31.46, 'lowPriceExPlus': 39.99, 'avg1': 29.98, 'avg7': 31.41, 'avg30': 43.23, 'reverseHoloAvg1': 25.0, 'reverseHoloAvg7': 23.42, 'reverseHoloAvg30': 23.42}}",,,,https://prices.pokemontcg.io/tcgplayer/pop5-2,31.87,
182,dp4-2,Cresselia,Pokémon,['Basic'],48,80,['Psychic'],,,"[{'name': 'Moon Twinkle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'If there is any Stadium card in play, remove 2 damage counters from Cresselia.'}, {'name': 'Lunar Dance', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'You may discard 2 Energy attached to Cresselia. If you do, remove all damage counters from 1 of your Benched Pokémon.'}]","[{'type': 'Psychic', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'dp4', 'name': 'Great Encounters', 'series': 'Diamond & Pearl', 'printedTotal': 106, 'total': 106, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'GE', 'releaseDate': '2008/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp4/symbol.png', 'logo': 'https://images.pokemontcg.io/dp4/logo.png'}}",2,Ryo Ueda,Rare Holo,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,[488],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp4/2.png', 'large': 'https://images.pokemontcg.io/dp4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp4-2', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 5.0, 'mid': 5.67, 'high': 16.99, 'market': 8.64, 'directLow': None}, 'reverseHolofoil': {'low': 2.4, 'mid': 4.95, 'high': 10.0, 'market': 5.97, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dp4-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.97, 'lowPrice': 0.2, 'trendPrice': 2.51, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 2.31, 'reverseHoloLow': 0.3, 'reverseHoloTrend': 3.49, 'lowPriceExPlus': 2.0, 'avg1': 0.5, 'avg7': 2.31, 'avg30': 2.41, 'reverseHoloAvg1': 7.0, 'reverseHoloAvg7': 2.79, 'reverseHoloAvg30': 2.68}}",,,,,,
183,pop3-2,Flareon,Pokémon,['Stage 1'],,70,['Fire'],Eevee,,"[{'name': 'Quick Attack', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin. If heads, this attack does 10 damage plus 20 more damage.'}, {'name': 'Fire Spin', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': 'Discard 2 basic Energy cards attached to Flareon or this attack does nothing.'}]","[{'type': 'Water', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'pop3', 'name': 'POP Series 3', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2006/04/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop3/symbol.png', 'logo': 'https://images.pokemontcg.io/pop3/logo.png'}}",2,Masakazu Fukuda,Rare,,[136],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop3/2.png', 'large': 'https://images.pokemontcg.io/pop3/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop3-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 2.98, 'mid': 6.78, 'high': 12.22, 'market': 9.45, 'directLow': None}, 'holofoil': {'low': 7.71, 'mid': 9.5, 'high': 29.99, 'market': 9.07, 'directLow': 26.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop3-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 17.31, 'lowPrice': 3.99, 'trendPrice': 7.2, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 14.9, 'reverseHoloTrend': 13.29, 'lowPriceExPlus': 8.0, 'avg1': 6.5, 'avg7': 14.95, 'avg30': 10.81, 'reverseHoloAvg1': 14.9, 'reverseHoloAvg7': 9.77, 'reverseHoloAvg30': 15.28}}",,,,,,
184,pop9-2,Manaphy,Pokémon,['Basic'],25,70,['Water'],,,"[{'name': 'Dive', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Look at the top 7 cards of your deck, choose 1 of them, and put it into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.'}, {'name': 'Water Glow', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Remove from Manaphy the number of damage counters equal to the damage you did to that Pokémon.""}]","[{'type': 'Lightning', 'value': '+20'}]",,['Colorless'],1.0,"{'id': 'pop9', 'name': 'POP Series 9', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2009/03/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop9/symbol.png', 'logo': 'https://images.pokemontcg.io/pop9/logo.png'}}",2,Masakazu Fukuda,Rare,It is born with a wondrous power that lets it bond with any kind of Pokémon.,[490],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop9/2.png', 'large': 'https://images.pokemontcg.io/pop9/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop9-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.71, 'mid': 1.5, 'high': 5.39, 'market': 1.64, 'directLow': None}, 'holofoil': {'low': 0.97, 'mid': 2.0, 'high': 6.02, 'market': 1.3, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop9-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.9, 'lowPrice': 0.7, 'trendPrice': 1.29, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 1.0, 'reverseHoloTrend': 1.29, 'lowPriceExPlus': 0.7, 'avg1': 2.0, 'avg7': 1.0, 'avg30': 1.3, 'reverseHoloAvg1': 0.4, 'reverseHoloAvg7': 1.31, 'reverseHoloAvg30': 1.28}}",,,,,,
185,sm5-2,Yanma,Pokémon,['Basic'],,70,['Grass'],,,"[{'name': 'Super Speed', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokémon during your opponent's next turn.""}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'sm5', 'name': 'Ultra Prism', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 178, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'UPR', 'releaseDate': '2018/02/02', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm5/symbol.png', 'logo': 'https://images.pokemontcg.io/sm5/logo.png'}}",2,Akira Komayama,Common,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.",[193],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm5/2.png', 'large': 'https://images.pokemontcg.io/sm5/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm5-2', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.02, 'mid': 0.17, 'high': 1.35, 'market': 0.07, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.12, 'mid': 0.28, 'high': 1.27, 'market': 0.28, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/sm5-2', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.29, 'reverseHoloLow': 0.08, 'reverseHoloTrend': 0.25, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.04, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.28, 'reverseHoloAvg30': 0.27}}",['Yanmega'],,,,,
186,bw5-3,Venusaur,Pokémon,['Stage 2'],,140,['Grass'],Ivysaur,"[{'name': 'Floral Fragrance', 'text': 'Once during your turn (before your attack), you may search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.', 'type': 'Ability'}]","[{'name': 'Poison Powder', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '70', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'bw5', 'name': 'Dark Explorers', 'series': 'Black & White', 'printedTotal': 108, 'total': 111, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DEX', 'releaseDate': '2012/05/09', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw5/symbol.png', 'logo': 'https://images.pokemontcg.io/bw5/logo.png'}}",3,Masakazu Fukuda,Rare Holo,"After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon.",[3],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw5/3.png', 'large': 'https://images.pokemontcg.io/bw5/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw5-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 2.69, 'mid': 3.48, 'high': 11.33, 'market': 5.45, 'directLow': 4.99}, 'reverseHolofoil': {'low': 6.36, 'mid': 11.43, 'high': 38.21, 'market': 13.01, 'directLow': 8.2}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw5-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.88, 'lowPrice': 1.0, 'trendPrice': 5.57, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 5.41, 'reverseHoloLow': 1.99, 'reverseHoloTrend': 6.68, 'lowPriceExPlus': 1.0, 'avg1': 4.0, 'avg7': 5.38, 'avg30': 4.68, 'reverseHoloAvg1': 5.62, 'reverseHoloAvg7': 6.22, 'reverseHoloAvg30': 5.49}}",,,,https://prices.pokemontcg.io/tcgplayer/bw5-3,5.45,13.01
187,ex12-5,Gengar,Pokémon,['Stage 2'],,100,['Psychic'],Haunter,"[{'name': 'Shadow Curse', 'text': ""If Gengar would be Knocked Out by damage from an opponent's attack, you may put 3 damage counters on 1 of your opponent's Pokémon."", 'type': 'Poké-Power'}]","[{'name': 'Cursed Reaction', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 2 damage counters on your opponent's Pokémon in any way you like. If Gengar has any React Energy cards attached to it, put 4 damage counters instead.""}, {'name': 'Super Psy Bolt', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","[{'type': 'Darkness', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'ex12', 'name': 'Legend Maker', 'series': 'EX', 'printedTotal': 92, 'total': 93, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'LM', 'releaseDate': '2006/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex12/symbol.png', 'logo': 'https://images.pokemontcg.io/ex12/logo.png'}}",5,Kouki Saitou,Rare Holo,,[94],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex12/5.png', 'large': 'https://images.pokemontcg.io/ex12/5_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex12-5', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 18.94, 'mid': 29.66, 'high': 59.69, 'market': 29.66, 'directLow': 18.94}, 'reverseHolofoil': {'low': 30.0, 'mid': 46.0, 'high': 54.99, 'market': 69.99, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex12-5', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 13.66, 'lowPrice': 1.0, 'trendPrice': 5.64, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 46.73, 'reverseHoloLow': 2.0, 'reverseHoloTrend': 24.24, 'lowPriceExPlus': 3.0, 'avg1': 2.1, 'avg7': 5.04, 'avg30': 12.04, 'reverseHoloAvg1': 18.49, 'reverseHoloAvg7': 25.63, 'reverseHoloAvg30': 34.15}}",,,,https://prices.pokemontcg.io/tcgplayer/ex12-5,29.66,69.99
188,pl4-3,Heatran,Pokémon,['Basic'],58,100,['Fire'],,,"[{'name': 'Fire Fang', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'The Defending Pokémon is now Burned.'}, {'name': 'Magma Mantle', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60+', 'text': 'Discard the top 3 cards of your deck. This attack does 60 damage plus 20 more damage for each Fire or Metal Energy card you discarded.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pl4', 'name': 'Arceus', 'series': 'Platinum', 'printedTotal': 99, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AR', 'releaseDate': '2009/11/04', 'updatedAt': '2021/07/15 11:30:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl4/symbol.png', 'logo': 'https://images.pokemontcg.io/pl4/logo.png'}}",3,Keiko Moritsugu,Rare Holo,"Its body is made of rugged steel. However, it is partially melted in spots because of its own heat.",[485],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl4/3.png', 'large': 'https://images.pokemontcg.io/pl4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl4-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 0.8, 'mid': 2.0, 'high': 2.99, 'market': 2.21, 'directLow': None}, 'reverseHolofoil': {'low': 1.35, 'mid': 2.1, 'high': 3.59, 'market': 2.2, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pl4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 1.67, 'lowPrice': 0.47, 'trendPrice': 1.75, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.95, 'reverseHoloLow': 0.49, 'reverseHoloTrend': 1.54, 'lowPriceExPlus': 0.95, 'avg1': 1.23, 'avg7': 1.64, 'avg30': 2.36, 'reverseHoloAvg1': 0.95, 'reverseHoloAvg7': 1.63, 'reverseHoloAvg30': 1.36}}",,,,,,
189,bw10-4,Cradily,Pokémon,['Stage 1'],,120,['Grass'],Lileep,,"[{'name': 'Lifesplosion', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'For each Energy attached to this Pokémon, search your deck for a Stage 2 Pokémon and put it onto your Bench. Shuffle your deck afterward.'}, {'name': 'Spiral Drain', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': 'Heal 20 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bw10', 'name': 'Plasma Blast', 'series': 'Black & White', 'printedTotal': 101, 'total': 105, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLB', 'releaseDate': '2013/08/14', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw10/symbol.png', 'logo': 'https://images.pokemontcg.io/bw10/logo.png'}}",4,kawayoo,Rare,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches.",[346],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw10/4.png', 'large': 'https://images.pokemontcg.io/bw10/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw10-4', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 0.95, 'mid': 1.3, 'high': 7.71, 'market': 1.4, 'directLow': 0.95}, 'reverseHolofoil': {'low': 1.99, 'mid': 2.53, 'high': 7.77, 'market': 4.69, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/bw10-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 0.82, 'lowPrice': 0.1, 'trendPrice': 0.82, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.25, 'reverseHoloTrend': 1.46, 'lowPriceExPlus': 0.3, 'avg1': 0.9, 'avg7': 0.69, 'avg30': 0.79, 'reverseHoloAvg1': 0.95, 'reverseHoloAvg7': 1.51, 'reverseHoloAvg30': 1.51}}",,,,,,
190,pop4-3,Flygon,Pokémon,['Stage 2'],,120,['Fighting'],Vibrava,"[{'name': 'Levitate', 'text': 'As long as Flygon has any Energy attached to it, the Retreat Cost for Flygon is 0.', 'type': 'Poké-Body'}]","[{'name': 'Bite', 'cost': ['Fighting', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Sand Pit', 'cost': ['Fighting', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '70', 'text': ""The Defending Pokémon can't retreat during your opponent's next turn.""}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'pop4', 'name': 'POP Series 4', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2006/08/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop4/symbol.png', 'logo': 'https://images.pokemontcg.io/pop4/logo.png'}}",3,Hisao Nakamura,Rare,,[330],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop4/3.png', 'large': 'https://images.pokemontcg.io/pop4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop4-3', 'updatedAt': '2024/12/09', 'prices': {'normal': {'low': 6.5, 'mid': 9.3, 'high': 15.32, 'market': 15.32, 'directLow': None}, 'holofoil': {'low': 7.99, 'mid': 9.35, 'high': 9.47, 'market': 10.14, 'directLow': 7.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/pop4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 2.49, 'lowPrice': 0.05, 'trendPrice': 2.02, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 1.5, 'reverseHoloTrend': 2.44, 'lowPriceExPlus': 1.0, 'avg1': 2.77, 'avg7': 1.59, 'avg30': 2.52, 'reverseHoloAvg1': 4.5, 'reverseHoloAvg7': 1.71, 'reverseHoloAvg30': 1.73}}",,,,https://prices.pokemontcg.io/tcgplayer/pop4-3,10.14,
191,ex9-4,Gardevoir,Pokémon,['Stage 2'],,100,['Psychic'],Kirlia,"[{'name': 'Heal Dance', 'text': ""Once during your turn (before your attack), you may remove 2 damage counter from 1 of your Pokémon. You can't use more than 1 Heal Dance Poké-Power each turn. This power can't be used if Gardevoir is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Psypunch', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}, {'name': 'Mind Shock', 'cost': ['Psychic', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60', 'text': ""This attack's damage isn't affected by Weakness or Resistance.""}]","[{'type': 'Psychic', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'ex9', 'name': 'Emerald', 'series': 'EX', 'printedTotal': 106, 'total': 107, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'EM', 'releaseDate': '2005/05/01', 'updatedAt': '2020/02/08 09:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex9/symbol.png', 'logo': 'https://images.pokemontcg.io/ex9/logo.png'}}",4,Kagemaru Himeno,Rare Holo,,[282],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex9/4.png', 'large': 'https://images.pokemontcg.io/ex9/4_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex9-4', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 13.69, 'mid': 17.87, 'high': 29.99, 'market': 18.33, 'directLow': None}, 'reverseHolofoil': {'low': 57.9, 'mid': 62.48, 'high': 89.99, 'market': 49.99, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/ex9-4', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 7.06, 'lowPrice': 1.19, 'trendPrice': 5.98, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 18.0, 'reverseHoloLow': 1.2, 'reverseHoloTrend': 12.72, 'lowPriceExPlus': 2.0, 'avg1': 2.0, 'avg7': 7.06, 'avg30': 5.29, 'reverseHoloAvg1': 40.0, 'reverseHoloAvg7': 17.57, 'reverseHoloAvg30': 13.77}}",,,,https://prices.pokemontcg.io/tcgplayer/ex9-4,18.33,49.99
192,dp4-3,Darkrai,Pokémon,['Basic'],38,70,['Darkness'],,,"[{'name': 'Reach Over', 'cost': [], 'convertedEnergyCost': 0, 'damage': '', 'text': 'Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.'}, {'name': 'Darkness Pursuit', 'cost': ['Darkness', 'Darkness', 'Darkness'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ""If the Defending Pokémon is Cresselia, this attack's base damage is 100.""}]","[{'type': 'Fighting', 'value': '+20'}]","[{'type': 'Psychic', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'dp4', 'name': 'Great Encounters', 'series': 'Diamond & Pearl', 'printedTotal': 106, 'total': 106, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'GE', 'releaseDate': '2008/02/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp4/symbol.png', 'logo': 'https://images.pokemontcg.io/dp4/logo.png'}}",3,Masakazu Fukuda,Rare Holo,It can lull people to sleep and make them dream. It is active during nights of the new moon.,[491],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp4/3.png', 'large': 'https://images.pokemontcg.io/dp4/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp4-3', 'updatedAt': '2024/12/09', 'prices': {'holofoil': {'low': 3.77, 'mid': 5.56, 'high': 12.4, 'market': 11.55, 'directLow': None}, 'reverseHolofoil': {'low': 5.67, 'mid': 13.45, 'high': 21.48, 'market': 6.21, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/dp4-3', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 3.0, 'lowPrice': 0.5, 'trendPrice': 5.02, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 3.5, 'reverseHoloLow': 0.7, 'reverseHoloTrend': 5.89, 'lowPriceExPlus': 3.89, 'avg1': 19.9, 'avg7': 4.99, 'avg30': 3.1, 'reverseHoloAvg1': 2.0, 'reverseHoloAvg7': 4.73, 'reverseHoloAvg30': 4.83}}",,,,https://prices.pokemontcg.io/tcgplayer/dp4-3,11.55,6.21
193,ecard2-H5,Bellossom,Pokémon,['Stage 2'],,90,['Grass'],Gloom,"[{'name': 'Flower Supplement', 'text': ""Once during your turn (before your attack), you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Knife Leaf', 'cost': ['Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30×', 'text': 'Flip 3 coins. This attack does 30 damage times the number of heads.'}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-30'}]","['Colorless', 'Colorless']",2.0,"{'id': 'ecard2', 'name': 'Aquapolis', 'series': 'E-Card', 'printedTotal': 147, 'total': 182, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AQ', 'releaseDate': '2003/01/15', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ecard2/symbol.png', 'logo': 'https://images.pokemontcg.io/ecard2/logo.png'}}",H5,Sumiyoshi Kizuki,Rare Holo,,[182],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ecard2/H5.png', 'large': 'https://images.pokemontcg.io/ecard2/H5_hires.png'}",,"{'url': 'https://prices.pokemontcg.io/cardmarket/ecard2-H5', 'updatedAt': '2024/12/09', 'prices': {'averageSellPrice': 32.95, 'lowPrice': 4.77, 'trendPrice': 13.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 21.52, 'lowPriceExPlus': 22.0, 'avg1': 14.9, 'avg7': 11.6, 'avg30': 20.97, 'reverseHoloAvg1': 7.0, 'reverseHoloAvg7': 24.41, 'reverseHoloAvg30': 14.83}}",,,,,,
